idx,source_id1,source_id2,phot_g_mean_mag1,phot_g_mean_mag2,parallax1,parallax2,bp_rp1,bp_rp2,ra1,dec1,ra2,dec2,Sector
66,3266907916686390784,3266907916686944256,11.825146,12.547695,1.2875719,1.2318935,1.7291587266072115,1.7139151707330758,47.85106976631141,0.7603217664170997,47.848662941961145,0.7606203099416179,109
69,3479253264465967104,3479253260171927168,11.748177,13.128904,1.3202057,1.1187611,1.0658892821575856,1.0483786437808764,177.81360063097085,-31.40425218825549,177.8145670922156,-31.40343225503595,114
71,4061471089717169280,4061472090521208320,16.7384,16.779715,2.137413,2.3974361,1.2889002933248173,2.0409938958102307,262.6019607280646,-27.04958444157344,262.5478855903818,-27.015333810146398,115
71,4061471089717169280,4061472090521208320,16.7384,16.779715,2.137413,2.3974361,1.2889002933248173,2.0409938958102307,262.6019607280646,-27.04958444157344,262.5478855903818,-27.015333810146398,116
72,4064416509570208384,4064392736926886016,12.151657,15.596536,1.4601393,1.7625446,1.0029045097716873,1.0508280952237734,270.0352883158575,-25.284572504121925,270.03597061754795,-25.33067288785672,115
72,4064416509570208384,4064392736926886016,12.151657,15.596536,1.4601393,1.7625446,1.0029045097716873,1.0508280952237734,270.0352883158575,-25.284572504121925,270.03597061754795,-25.33067288785672,116
73,4069852465010617984,4069852460699917568,15.231188,16.671408,1.4857635,2.0378656,1.9130717218862467,1.9831814858741377,270.55305126563894,-22.516408425906004,270.55220260801474,-22.515544730859716,116
75,4109723093085012736,4109723088783009664,17.413824,17.597572,2.667633,2.6763973,1.540742077189897,1.901991652423501,262.8390674352143,-25.93316907288218,262.8371776398871,-25.933480948135873,115
75,4109723093085012736,4109723088783009664,17.413824,17.597572,2.667633,2.6763973,1.540742077189897,1.901991652423501,262.8390674352143,-25.93316907288218,262.8371776398871,-25.933480948135873,116
76,4110102970048231680,4110104550596221952,16.883228,17.170347,2.952795,2.7975616,1.459553599862313,2.226995821616028,262.9258410992814,-25.769771028472206,262.9340935728155,-25.74434437626265,115
76,4110102970048231680,4110104550596221952,16.883228,17.170347,2.952795,2.7975616,1.459553599862313,2.226995821616028,262.9258410992814,-25.769771028472206,262.9340935728155,-25.74434437626265,116
77,4115432646505399552,4115432685197777280,10.15171,10.272025,1.5201244,1.5141487,1.951330189230191,1.9219628294218591,257.7876259756628,-21.746694867400592,257.7993326107874,-21.73510630772086,115
77,4115432646505399552,4115432685197777280,10.15171,10.272025,1.5201244,1.5141487,1.951330189230191,1.9219628294218591,257.7876259756628,-21.746694867400592,257.7993326107874,-21.73510630772086,116
78,4118766301441443712,4118766709363349120,15.795049,17.572313,1.9534969,2.1477852,1.1088302183707435,1.0623939351608895,267.6552589609583,-20.794701145793457,267.6794013988029,-20.771800566433043,115
78,4118766301441443712,4118766709363349120,15.795049,17.572313,1.9534969,2.1477852,1.1088302183707435,1.0623939351608895,267.6552589609583,-20.794701145793457,267.6794013988029,-20.771800566433043,116
79,4126914644576504320,4126914644576504192,13.90551,14.012885,1.7310953,2.0129776,1.0552463821818392,1.070948679330298,252.02426601484675,-21.171137594780042,252.02440323174625,-21.172238064465517,115
79,4126914644576504320,4126914644576504192,13.90551,14.012885,1.7310953,2.0129776,1.0552463821818392,1.070948679330298,252.02426601484675,-21.171137594780042,252.02440323174625,-21.172238064465517,116
80,4142163663965361408,4142163668266238336,8.667588,8.95062,0.72065735,0.7263336,2.486811891367652,2.2449565587679325,260.4254089742449,-11.05834952126205,260.42536599978257,-11.058196031923725,118
81,4159632945222517376,4159632979591614848,12.350205,12.661889,1.7887793,1.9159155,1.5689887092187096,1.5365451049701344,275.5615223625483,-7.3714507321226375,275.56189601596395,-7.370344528254988,118
82,4164348166479431552,4164348170788891776,13.049699,15.526697,1.9625893,2.0200596,1.2901179178550282,1.2830098158696825,269.6006968100111,-9.446997275410663,269.60009530439356,-9.44778618137816,118
83,4171682806701307264,4171682561873986688,16.612743,17.117973,2.145938,2.1115236,1.3741115096415355,1.107022446040002,269.1800408042159,-7.164053038428293,269.1783057668078,-7.175074849477052,118
85,4173889835765825792,4173889938845042304,16.307205,17.20505,2.719036,2.8773575,1.2364326687737568,1.151940691920488,272.5936186094663,-4.929484024283797,272.57980852569796,-4.931861025732635,118
86,4174634033335884544,4174634029039384960,15.182722,15.810002,2.6692286,2.8217106,1.6030374945538133,1.592640179956793,271.76884449952786,-3.643073252997791,271.7675673430318,-3.643527481383213,118
87,4176523745930342528,4176524540504086272,10.530291,15.052481,2.2555666,1.7794056,1.2695928900224582,1.3562251850683609,265.8075186802613,-3.6916076904246284,265.8108920330246,-3.6376484507190656,118
88,4189968063016568320,4189967925578752128,10.321169,11.63798,1.4213467,1.0135651,1.4551901292069904,1.4260177101150953,296.34335891112426,-11.61102775263108,296.3911424572972,-11.613255530948248,116
89,4258017176958395392,4257920218074383232,17.122387,17.348848,2.3671532,2.511404,1.1236162716659346,1.306768391177189,278.345832454972,-3.4868066588909454,278.34334047207335,-3.539217913831281,118
90,4259593601755614080,4259593571693082240,13.149273,16.991493,1.8529425,2.3439312,1.0483518194707,1.1187165398589276,279.0173756985224,-2.5061297193116823,279.0323527853094,-2.5004978095234915,118
91,4271680125059598464,4271679953260904960,11.66372,16.28489,2.0370083,2.9723787,1.1703225117811884,1.2002450981984107,278.6021745012733,-2.0420859213265015,278.5994763825431,-2.0468393474424262,118
95,4323157472793282176,4323157541510269824,11.403249,11.861932,1.155551,2.1096334,1.080810371350152,1.0824473697281778,293.0385711547057,18.439290597734043,293.07764338941803,18.456055966275112,119
96,4323752171112861952,4323752171116780416,10.861058,10.896982,0.818038,0.8835068,1.0849763396001508,1.4501000807350493,246.8949440976037,-18.484275724621686,246.89494230508228,-18.48394922176232,115
96,4323752171112861952,4323752171116780416,10.861058,10.896982,0.818038,0.8835068,1.0849763396001508,1.4501000807350493,246.8949440976037,-18.484275724621686,246.89494230508228,-18.48394922176232,116
97,4323752171112861952,4323752171116780416,10.861058,10.896982,0.818038,0.8835068,1.0849763396001508,1.4501000807350493,246.8949440976037,-18.484275724621686,246.89494230508228,-18.48394922176232,115
97,4323752171112861952,4323752171116780416,10.861058,10.896982,0.818038,0.8835068,1.0849763396001508,1.4501000807350493,246.8949440976037,-18.484275724621686,246.89494230508228,-18.48394922176232,116
98,4366739880305507584,4366739880303225984,11.785163,11.940439,1.2866125,1.1761074,2.2354607604877352,2.211702720110834,258.4258606538341,-3.0618951901019105,258.4256978600013,-3.061590646271479,118
99,4366739880305507584,4366739880303225984,11.785163,11.940439,1.2866125,1.1761074,2.2354607604877352,2.211702720110834,258.4258606538341,-3.0618951901019105,258.4256978600013,-3.061590646271479,118
102,4510217351644071296,4510217381705597952,12.34805,12.365675,1.4524765,1.45154,1.3418114511415327,1.3296703928848168,278.54999888009826,15.867564488014523,278.54583347229493,15.869200924525645,118
102,4510217351644071296,4510217381705597952,12.34805,12.365675,1.4524765,1.45154,1.3418114511415327,1.3296703928848168,278.54999888009826,15.867564488014523,278.54583347229493,15.869200924525645,119
103,4516722028098442240,4516722028094553728,15.59056,15.597199,2.213335,2.2222233,1.2202553311247308,1.1988770636105384,290.4156505226242,20.646116743819817,290.4158894750248,20.6462208008626,119
104,4520875154081855232,4520875158377468544,11.931926,12.249847,0.88582325,0.89208984,1.2874785036505236,1.386431351923764,284.76675311327455,22.03504974581498,284.76662077903063,22.035094026631707,119
105,4567923776314936704,4567923776314937984,9.668565,10.532111,1.2460327,0.76942444,1.7572115168335096,1.7624557512929144,258.04668013062206,21.61090292799095,258.04497536325533,21.611864427973387,117
105,4567923776314936704,4567923776314937984,9.668565,10.532111,1.2460327,0.76942444,1.7572115168335096,1.7624557512929144,258.04668013062206,21.61090292799095,258.04497536325533,21.611864427973387,118
106,4578942566453384192,4578942566449396608,11.708986,11.7451515,1.1254854,1.1218529,2.2405386379046144,2.116351704536638,274.6596450909682,25.21003439184464,274.65932454168274,25.209996346671307,118
106,4578942566453384192,4578942566449396608,11.708986,11.7451515,1.1254854,1.1218529,2.2405386379046144,2.116351704536638,274.6596450909682,25.21003439184464,274.65932454168274,25.209996346671307,119
107,4578942566453384192,4578942566449396608,11.708986,11.7451515,1.1254854,1.1218529,2.2405386379046144,2.116351704536638,274.6596450909682,25.21003439184464,274.65932454168274,25.209996346671307,118
107,4578942566453384192,4578942566449396608,11.708986,11.7451515,1.1254854,1.1218529,2.2405386379046144,2.116351704536638,274.6596450909682,25.21003439184464,274.65932454168274,25.209996346671307,119
108,4875856507480366208,4875856778061256832,8.685496,9.747152,1.2139778,1.1035547,2.573448310142387,2.564791217879461,77.99358694219441,-30.468434137290814,77.97560877136495,-30.45151692261722,108
108,4875856507480366208,4875856778061256832,8.685496,9.747152,1.2139778,1.1035547,2.573448310142387,2.564791217879461,77.99358694219441,-30.468434137290814,77.97560877136495,-30.45151692261722,109
114,5106220239495893760,5106221064129839104,9.844966,12.229421,1.1559114,1.0488853,1.372743331001152,1.376728345247078,49.71495261682628,-16.77229971145051,49.6951524483535,-16.75481554986726,108
114,5106220239495893760,5106221064129839104,9.844966,12.229421,1.1559114,1.0488853,1.372743331001152,1.376728345247078,49.71495261682628,-16.77229971145051,49.6951524483535,-16.75481554986726,109
115,5169221912169592832,5169221839154806400,10.946573,11.044753,1.1508245,1.1443758,2.3939449821068255,2.376105762206673,49.65035926066317,-7.279654919063493,49.654380693691245,-7.28728899906609,109
119,5342175572286526464,5342175572286525184,11.330885,12.0573225,1.1814222,1.0066729,1.5367450963713876,1.500118602259043,177.36714505044728,-57.33447089258892,177.36797706019328,-57.335569470120724,111
119,5342175572286526464,5342175572286525184,11.330885,12.0573225,1.1814222,1.0066729,1.5367450963713876,1.500118602259043,177.36714505044728,-57.33447089258892,177.36797706019328,-57.335569470120724,112
119,5342175572286526464,5342175572286525184,11.330885,12.0573225,1.1814222,1.0066729,1.5367450963713876,1.500118602259043,177.36714505044728,-57.33447089258892,177.36797706019328,-57.335569470120724,113
119,5342175572286526464,5342175572286525184,11.330885,12.0573225,1.1814222,1.0066729,1.5367450963713876,1.500118602259043,177.36714505044728,-57.33447089258892,177.36797706019328,-57.335569470120724,114
120,5342177462049786112,5342177462077717504,10.533099,10.552373,1.3034496,1.2759647,1.0395112854921247,1.0563981851934898,177.4016337459339,-57.26441844097901,177.40244918983257,-57.264161687480915,111
120,5342177462049786112,5342177462077717504,10.533099,10.552373,1.3034496,1.2759647,1.0395112854921247,1.0563981851934898,177.4016337459339,-57.26441844097901,177.40244918983257,-57.264161687480915,112
120,5342177462049786112,5342177462077717504,10.533099,10.552373,1.3034496,1.2759647,1.0395112854921247,1.0563981851934898,177.4016337459339,-57.26441844097901,177.40244918983257,-57.264161687480915,113
120,5342177462049786112,5342177462077717504,10.533099,10.552373,1.3034496,1.2759647,1.0395112854921247,1.0563981851934898,177.4016337459339,-57.26441844097901,177.40244918983257,-57.264161687480915,114
121,5342177462049786112,5342177462077717504,10.533099,10.552373,1.3034496,1.2759647,1.0395112854921247,1.0563981851934898,177.4016337459339,-57.26441844097901,177.40244918983257,-57.264161687480915,111
121,5342177462049786112,5342177462077717504,10.533099,10.552373,1.3034496,1.2759647,1.0395112854921247,1.0563981851934898,177.4016337459339,-57.26441844097901,177.40244918983257,-57.264161687480915,112
121,5342177462049786112,5342177462077717504,10.533099,10.552373,1.3034496,1.2759647,1.0395112854921247,1.0563981851934898,177.4016337459339,-57.26441844097901,177.40244918983257,-57.264161687480915,113
121,5342177462049786112,5342177462077717504,10.533099,10.552373,1.3034496,1.2759647,1.0395112854921247,1.0563981851934898,177.4016337459339,-57.26441844097901,177.40244918983257,-57.264161687480915,114
122,5474936687868122624,5474936756587599616,9.149247,11.275719,1.2084246,1.1339025,1.9097348063318684,1.88690944743185,159.612268029301,-21.880969915692827,159.61223503135102,-21.877276352569623,113
122,5474936687868122624,5474936756587599616,9.149247,11.275719,1.2084246,1.1339025,1.9097348063318684,1.88690944743185,159.612268029301,-21.880969915692827,159.61223503135102,-21.877276352569623,114
125,5546928517369648896,5546928517380129408,11.956234,11.996048,0.72891426,0.80747795,1.3469243079991255,1.2935073359585447,126.20315707415328,-32.94148896707375,126.20265571838374,-32.94172838257388,111
125,5546928517369648896,5546928517380129408,11.956234,11.996048,0.72891426,0.80747795,1.3469243079991255,1.2935073359585447,126.20315707415328,-32.94148896707375,126.20265571838374,-32.94172838257388,112
126,5546928517369648896,5546928517380129408,11.956234,11.996048,0.72891426,0.80747795,1.3469243079991255,1.2935073359585447,126.20315707415328,-32.94148896707375,126.20265571838374,-32.94172838257388,111
126,5546928517369648896,5546928517380129408,11.956234,11.996048,0.72891426,0.80747795,1.3469243079991255,1.2935073359585447,126.20315707415328,-32.94148896707375,126.20265571838374,-32.94172838257388,112
127,5548182682190073344,5548182819628994048,11.300507,14.697914,1.2320614,1.8556156,1.4605918330073715,1.24519827174723,123.15997869653984,-31.57834280356791,123.18101620135931,-31.543978045627973,109
127,5548182682190073344,5548182819628994048,11.300507,14.697914,1.2320614,1.8556156,1.4605918330073715,1.24519827174723,123.15997869653984,-31.57834280356791,123.18101620135931,-31.543978045627973,111
130,5607862936385803392,5607862936385804288,10.045005,11.534211,1.1369371,0.5554867,1.2864213027196465,1.283571288976076,105.13383119498069,-30.226773470287327,105.13249337312348,-30.227100497099627,108
130,5607862936385803392,5607862936385804288,10.045005,11.534211,1.1369371,0.5554867,1.2864213027196465,1.283571288976076,105.13383119498069,-30.226773470287327,105.13249337312348,-30.227100497099627,109
130,5607862936385803392,5607862936385804288,10.045005,11.534211,1.1369371,0.5554867,1.2864213027196465,1.283571288976076,105.13383119498069,-30.226773470287327,105.13249337312348,-30.227100497099627,110
131,5607862936385803392,5607862936385804288,10.045005,11.534211,1.1369371,0.5554867,1.2864213027196465,1.283571288976076,105.13383119498069,-30.226773470287327,105.13249337312348,-30.227100497099627,108
131,5607862936385803392,5607862936385804288,10.045005,11.534211,1.1369371,0.5554867,1.2864213027196465,1.283571288976076,105.13383119498069,-30.226773470287327,105.13249337312348,-30.227100497099627,109
131,5607862936385803392,5607862936385804288,10.045005,11.534211,1.1369371,0.5554867,1.2864213027196465,1.283571288976076,105.13383119498069,-30.226773470287327,105.13249337312348,-30.227100497099627,110
132,5636855679319863424,5636855748039340032,12.205968,12.322095,1.1016369,1.0691481,1.3230408165308052,1.3500453874533669,142.47361498277692,-28.15003143473256,142.4598539666684,-28.145781869927863,110
132,5636855679319863424,5636855748039340032,12.205968,12.322095,1.1016369,1.0691481,1.3230408165308052,1.3500453874533669,142.47361498277692,-28.15003143473256,142.4598539666684,-28.145781869927863,112
132,5636855679319863424,5636855748039340032,12.205968,12.322095,1.1016369,1.0691481,1.3230408165308052,1.3500453874533669,142.47361498277692,-28.15003143473256,142.4598539666684,-28.145781869927863,113
133,5682581722219563392,5682581726515431552,8.884543,9.783093,1.0916119,1.0654812,2.0514720465000993,1.931664103673954,139.6622545076819,-17.206852127038417,139.66194011878315,-17.206778582332646,112
133,5682581722219563392,5682581726515431552,8.884543,9.783093,1.0916119,1.0654812,2.0514720465000993,1.931664103673954,139.6622545076819,-17.206852127038417,139.66194011878315,-17.206778582332646,113
134,5747730642318906368,5747730642320495744,9.8079815,9.817986,1.106205,1.2876158,1.5670208678833064,1.5194798441674138,128.26630977429048,-12.95467622067042,128.2659497007249,-12.954597683561115,112
135,5747730642318906368,5747730642320495744,9.8079815,9.817986,1.106205,1.2876158,1.5670208678833064,1.5194798441674138,128.26630977429048,-12.95467622067042,128.2659497007249,-12.954597683561115,112
136,5811041209050172672,5811041209049478400,11.41074,13.091798,1.368515,1.2142496,1.004162648428797,1.0157306448369534,260.67067218887996,-68.95077143102112,260.67645247719014,-68.95058805276997,114
137,5812575985538989312,5812575985541499264,12.836887,13.289797,0.945714,1.0554123,1.0508922924283213,1.0191298709149064,268.3422444226511,-66.84529799590126,268.34452103142604,-66.84541815884859,114
138,5824932782589181568,5824932851308673024,8.855288,9.29227,1.3311968,1.3452663,2.4360872655506256,2.4375220233444845,229.44455568877214,-65.77660647621562,229.43771921226806,-65.76845846448936,113
138,5824932782589181568,5824932851308673024,8.855288,9.29227,1.3311968,1.3452663,2.4360872655506256,2.4375220233444845,229.44455568877214,-65.77660647621562,229.43771921226806,-65.76845846448936,114
139,5861903208251705600,5861903208263504000,9.829212,9.954897,1.2736645,0.976737,1.49545956533589,1.5379144514458702,195.08449376729877,-64.222874241157,195.08457475849116,-64.22252574921886,112
139,5861903208251705600,5861903208263504000,9.829212,9.954897,1.2736645,0.976737,1.49545956533589,1.5379144514458702,195.08449376729877,-64.222874241157,195.08457475849116,-64.22252574921886,113
139,5861903208251705600,5861903208263504000,9.829212,9.954897,1.2736645,0.976737,1.49545956533589,1.5379144514458702,195.08449376729877,-64.222874241157,195.08457475849116,-64.22252574921886,114
140,5873248484604823936,5873248484619435136,11.471967,11.726764,0.87646675,1.1200294,1.76531229991591,1.6431092653161385,225.00416167677344,-63.76083934333625,225.00342388502995,-63.76054611993455,113
140,5873248484604823936,5873248484619435136,11.471967,11.726764,0.87646675,1.1200294,1.76531229991591,1.6431092653161385,225.00416167677344,-63.76083934333625,225.00342388502995,-63.76054611993455,114
141,5873248484604823936,5873248484619435136,11.471967,11.726764,0.87646675,1.1200294,1.76531229991591,1.6431092653161385,225.00416167677344,-63.76083934333625,225.00342388502995,-63.76054611993455,113
141,5873248484604823936,5873248484619435136,11.471967,11.726764,0.87646675,1.1200294,1.76531229991591,1.6431092653161385,225.00416167677344,-63.76083934333625,225.00342388502995,-63.76054611993455,114
152,6026025144276449536,6026025139911527168,9.891467,9.940204,1.5720587,1.6572361,1.7986143335912421,1.9436202294303688,254.08544034030155,-33.98675610805018,254.08567992596386,-33.98658169282754,115
152,6026025144276449536,6026025139911527168,9.891467,9.940204,1.5720587,1.6572361,1.7986143335912421,1.9436202294303688,254.08544034030155,-33.98675610805018,254.08567992596386,-33.98658169282754,116
153,6026025144276449536,6026025139911527168,9.891467,9.940204,1.5720587,1.6572361,1.7986143335912421,1.9436202294303688,254.08544034030155,-33.98675610805018,254.08567992596386,-33.98658169282754,115
153,6026025144276449536,6026025139911527168,9.891467,9.940204,1.5720587,1.6572361,1.7986143335912421,1.9436202294303688,254.08544034030155,-33.98675610805018,254.08567992596386,-33.98658169282754,116
